time;Скорость приборная;Положение ручки управления по тангажу;РУД левого двигателя;РУД правого двигателя;Форсаж левого двигателя;Форсаж правого двигателя;Правая стойка шасси выпущена;Левая стойка шасси выпущена;Передняя стойка шасси выпущена
T;V;LT;RA;RB;FA;FB;SHR;SHL;SHN
10:50:45.000;715.38;-3.72;43.22;44.04;0;0;0;0;0
10:50:46.000;715.38;-3.31;43.22;44.04;0;0;0;0;0
10:50:47.000;715.38;-3.31;43.68;43.11;0;0;0;0;0
10:50:48.000;715.38;-3.31;42.77;44.04;0;0;0;0;0
10:50:49.000;715.38;-3.31;43.68;43.58;0;0;0;0;0
10:50:50.000;715.38;-3.10;43.22;43.58;0;0;0;0;0
10:50:51.000;715.38;-3.31;43.22;44.50;0;0;0;0;0
10:50:52.000;715.38;-3.31;43.22;43.58;0;0;0;0;0
10:50:53.000;715.38;-3.31;43.22;43.11;0;0;0;0;0
10:50:54.000;715.38;-3.31;43.22;44.04;0;0;0;0;0
10:50:55.000;715.38;-2.89;43.22;43.58;0;0;0;0;0
10:50:56.000;715.38;-1.86;43.22;43.58;0;0;0;0;0
10:50:57.000;730.77;-1.03;42.77;43.58;0;0;0;0;0
10:50:58.000;730.77;-0.83;36.85;37.11;0;0;0;0;0
10:50:59.000;730.77;-1.65;34.57;34.80;0;0;0;0;0
10:51:00.000;730.77;-2.48;34.57;34.80;0;0;0;0;0
10:51:01.000;730.77;-2.69;35.49;34.80;0;0;0;0;0
10:51:02.000;730.77;-2.89;34.57;35.26;0;0;0;0;0
10:51:03.000;730.77;-3.31;34.57;34.80;0;0;0;0;0
10:51:04.000;730.77;-3.31;34.57;35.72;0;0;0;0;0
10:51:05.000;730.77;-3.31;34.57;34.80;0;0;0;0;0
10:51:06.000;730.77;-3.31;34.57;34.80;0;0;0;0;0
10:51:07.000;730.77;-3.72;34.12;35.72;0;0;0;0;0
10:51:08.000;730.77;-4.55;35.03;35.72;0;0;0;0;0
10:51:09.000;730.77;-5.37;34.57;34.80;0;0;0;0;0
10:51:10.000;730.77;-5.79;34.57;34.80;0;0;0;0;0
10:51:11.000;730.77;-5.58;34.12;34.33;0;0;0;0;0
10:51:12.000;730.77;-4.34;34.57;34.80;0;0;0;0;0
10:51:13.000;730.77;-5.17;34.57;34.33;0;0;0;0;0
10:51:14.000;730.77;-7.85;34.57;35.26;0;0;0;0;0
10:51:15.000;730.77;-6.61;34.57;34.80;0;0;0;0;0
10:51:16.000;730.77;-5.37;34.57;34.80;0;0;0;0;0
10:51:17.000;723.08;-4.55;34.12;34.80;0;0;0;0;0
10:51:18.000;715.38;-3.72;34.57;34.80;0;0;0;0;0
10:51:19.000;715.38;-3.72;34.57;34.80;0;0;0;0;0
10:51:20.000;715.38;-3.72;40.04;38.03;0;0;0;0;0
10:51:21.000;715.38;-3.93;43.68;42.65;0;0;0;0;0
10:51:22.000;715.38;-3.72;43.22;43.58;0;0;0;0;0
10:51:23.000;715.38;-3.72;42.77;43.58;0;0;0;0;0
10:51:24.000;715.38;-3.31;42.77;43.11;0;0;0;0;0
10:51:25.000;715.38;-3.31;42.77;43.11;0;0;0;0;0
10:51:26.000;715.38;-3.31;42.77;43.58;0;0;0;0;0
10:51:27.000;715.38;-3.72;43.22;42.19;0;0;0;0;0
10:51:28.000;715.38;-3.31;42.77;42.65;0;0;0;0;0
10:51:29.000;715.38;-3.51;42.77;43.11;0;0;0;0;0
10:51:30.000;715.38;-4.75;42.77;43.11;0;0;0;0;0
10:51:31.000;715.38;-6.41;42.77;42.19;0;0;0;0;0
10:51:32.000;715.38;-6.41;42.77;42.19;0;0;0;0;0
10:51:33.000;730.77;-4.96;42.31;43.11;0;0;0;0;0
10:51:34.000;730.77;-3.51;42.31;43.11;0;0;0;0;0
10:51:35.000;730.77;-3.72;42.31;42.65;0;0;0;0;0
10:51:36.000;730.77;-4.34;42.77;42.19;0;0;0;0;0
10:51:37.000;730.77;-4.75;42.31;43.11;0;0;0;0;0
10:51:38.000;730.77;-4.34;42.77;42.65;0;0;0;0;0
10:51:39.000;730.77;-4.34;42.31;43.58;0;0;0;0;0
10:51:40.000;730.77;-3.93;42.31;42.65;0;0;0;0;0
10:51:41.000;730.77;-3.72;42.31;43.11;0;0;0;0;0
10:51:42.000;730.77;-3.93;42.31;42.65;0;0;0;0;0
10:51:43.000;730.77;-4.13;42.31;43.11;0;0;0;0;0
10:51:44.000;730.77;-5.99;42.31;43.58;0;0;0;0;0
10:51:45.000;730.77;-3.72;42.31;43.11;0;0;0;0;0
10:51:46.000;730.77;-3.72;41.86;42.65;0;0;0;0;0
10:51:47.000;730.77;-5.37;42.31;42.65;0;0;0;0;0
10:51:48.000;730.77;-6.61;42.31;44.04;0;0;0;0;0
10:51:49.000;730.77;-4.13;42.31;44.04;0;0;0;0;0
10:51:50.000;730.77;-4.13;42.31;42.65;0;0;0;0;0
10:51:51.000;730.77;-4.55;41.86;42.65;0;0;0;0;0
10:51:52.000;730.77;-3.72;42.31;42.19;0;0;0;0;0
10:51:53.000;738.46;-3.72;42.31;43.58;0;0;0;0;0
10:51:54.000;738.46;-3.10;42.31;42.65;0;0;0;0;0
10:51:55.000;738.46;-3.72;41.86;43.11;0;0;0;0;0
10:51:56.000;738.46;-4.13;42.31;43.11;0;0;0;0;0
10:51:57.000;738.46;-4.55;42.77;42.65;0;0;0;0;0
10:51:58.000;738.46;-5.37;42.31;42.65;0;0;0;0;0
10:51:59.000;738.46;-5.99;42.31;42.19;0;0;0;0;0
10:52:00.000;738.46;-6.61;42.77;42.65;0;0;0;0;0
10:52:01.000;738.46;-6.61;42.31;43.58;0;0;0;0;0
10:52:02.000;738.46;-5.79;42.31;43.11;0;0;0;0;0
10:52:03.000;738.46;-5.58;42.31;43.11;0;0;0;0;0
10:52:04.000;738.46;-6.20;42.77;42.65;0;0;0;0;0
10:52:05.000;738.46;-6.20;42.31;42.65;0;0;0;0;0
10:52:06.000;738.46;-6.20;42.31;42.65;0;0;0;0;0
10:52:07.000;738.46;-6.20;42.77;42.65;0;0;0;0;0
10:52:08.000;738.46;-5.99;42.31;42.65;0;0;0;0;0
10:52:09.000;738.46;-5.17;42.31;42.65;0;0;0;0;0
10:52:10.000;738.46;-4.55;42.31;42.65;0;0;0;0;0
10:52:11.000;738.46;-2.69;41.86;43.11;0;0;0;0;0
10:52:12.000;738.46;-2.89;41.86;42.65;0;0;0;0;0
10:52:13.000;738.46;-3.72;42.31;42.65;0;0;0;0;0
10:52:14.000;753.85;-4.34;42.31;42.65;0;0;1;0;0
10:52:15.000;753.85;-4.34;41.86;43.11;0;0;0;0;0
10:52:16.000;753.85;-4.34;39.58;41.27;0;0;0;0;0
10:52:17.000;753.85;-4.13;39.13;41.27;0;0;0;0;0
10:52:18.000;753.85;-4.13;39.13;40.34;0;0;0;0;0
10:52:19.000;769.23;-4.34;39.58;40.80;0;0;0;0;0
10:52:20.000;769.23;-4.34;39.58;40.34;0;0;0;0;0
10:52:21.000;769.23;-3.72;39.13;40.34;0;0;0;0;0
10:52:22.000;776.92;-3.10;38.67;40.34;0;0;0;0;0
10:52:23.000;792.31;-2.89;39.13;39.88;0;0;0;0;0
10:52:24.000;792.31;-3.31;38.67;40.34;0;0;0;0;0
10:52:25.000;792.31;-3.31;38.67;39.88;0;0;0;0;0
10:52:26.000;792.31;-3.31;29.11;32.02;0;0;0;0;0
10:52:27.000;800.00;-3.51;27.75;29.71;0;0;0;0;0
10:52:28.000;807.69;-3.31;27.75;30.17;0;0;0;0;0
10:52:29.000;807.69;-3.51;29.57;30.17;0;0;0;0;0
10:52:30.000;807.69;-3.72;28.20;30.17;0;0;0;0;0
10:52:31.000;807.69;-3.72;28.66;30.17;0;0;0;0;0
10:52:32.000;807.69;-3.93;29.11;30.17;0;0;0;0;0
10:52:33.000;807.69;-4.13;28.66;30.17;0;0;0;0;0
10:52:34.000;807.69;-4.13;29.11;30.64;0;0;0;0;0
10:52:35.000;807.69;-4.13;29.11;30.64;0;0;0;0;0
10:52:36.000;815.38;-4.13;28.66;30.17;0;0;0;0;0
10:52:37.000;830.77;-4.13;28.20;30.17;0;0;0;0;0
10:52:38.000;830.77;-4.13;28.66;30.64;0;0;0;0;0
10:52:39.000;830.77;-4.13;29.11;30.17;0;0;0;0;0
10:52:40.000;838.46;-4.34;29.11;30.17;0;0;0;0;0
10:52:41.000;846.15;-4.55;29.11;30.17;0;0;0;0;0
10:52:42.000;853.85;-5.58;28.66;30.17;0;0;0;0;0
10:52:43.000;853.85;-6.82;29.57;30.17;0;0;0;0;0
10:52:44.000;853.85;-5.58;29.11;30.17;0;0;0;0;0
10:52:45.000;853.85;-5.58;29.11;30.64;0;0;0;0;0
10:52:46.000;853.85;-5.37;28.66;30.17;0;0;0;0;0
10:52:47.000;853.85;-5.37;29.11;31.10;0;0;0;0;0
10:52:48.000;853.85;-7.23;28.66;30.17;0;0;0;0;0
10:52:49.000;853.85;-7.85;29.57;30.17;0;0;0;0;0
10:52:50.000;846.15;-7.44;28.66;30.17;0;0;0;0;0
10:52:51.000;838.46;-4.75;29.11;30.17;0;0;0;0;0
10:52:52.000;830.77;-3.31;29.11;30.17;0;0;0;0;0
10:52:53.000;830.77;-3.10;28.66;30.17;0;0;0;0;0
10:52:54.000;830.77;-2.27;28.66;30.17;0;0;0;0;0
10:52:55.000;830.77;-1.86;28.66;30.64;0;0;0;0;0
10:52:56.000;815.38;-2.07;29.57;30.64;0;0;0;0;0
10:52:57.000;815.38;-2.48;28.66;30.17;0;0;0;0;0
10:52:58.000;807.69;-2.48;28.20;30.17;0;0;0;0;0
10:52:59.000;807.69;-2.27;27.75;29.71;0;0;0;0;0
10:53:00.000;807.69;-2.48;25.01;26.94;0;0;0;0;0
10:53:01.000;800.00;-3.10;24.10;26.02;0;0;0;0;0
10:53:02.000;792.31;-3.31;14.50;14.46;0;0;0;0;0
10:53:03.000;792.31;-3.31;14.50;15.39;0;0;0;0;0
10:53:04.000;769.23;-3.31;15.91;14.92;0;0;0;0;0
10:53:05.000;769.23;-4.13;15.46;15.39;0;0;0;0;0
10:53:06.000;769.23;-4.13;14.50;15.39;0;0;0;0;0
10:53:07.000;753.85;-4.34;15.46;15.39;0;0;0;0;0
10:53:08.000;753.85;-3.93;15.00;15.39;0;0;0;0;0
10:53:09.000;753.85;-4.34;14.50;14.92;0;0;0;0;0
10:53:10.000;738.46;-5.17;15.00;15.39;0;0;0;0;0
10:53:11.000;730.77;-4.55;15.00;14.92;0;0;0;0;0
10:53:12.000;730.77;-4.34;15.00;15.39;0;0;0;0;0
10:53:13.000;730.77;-4.75;14.50;15.39;0;0;0;0;0
10:53:14.000;715.38;-4.96;14.50;15.39;0;0;0;0;0
10:53:15.000;707.69;-4.55;15.00;14.46;0;0;0;0;0
10:53:16.000;707.69;-4.55;14.50;15.39;0;0;0;0;0
10:53:17.000;707.69;-4.75;15.00;14.92;0;0;0;0;0
10:53:18.000;689.47;-4.96;14.50;15.39;0;0;0;0;0
10:53:19.000;689.47;-4.96;15.00;15.39;0;0;0;0;0
10:53:20.000;689.47;-4.96;14.50;15.39;0;0;0;0;0
10:53:21.000;668.42;-5.99;14.00;15.39;0;0;0;0;0
10:53:22.000;668.42;-6.41;14.50;15.39;0;0;0;0;0
10:53:23.000;657.89;-5.79;15.00;14.92;0;0;0;0;0
10:53:24.000;657.89;-5.99;15.00;15.39;0;0;0;0;0
10:53:25.000;657.89;-5.17;15.00;15.39;0;0;0;0;0
10:53:26.000;636.84;-5.17;15.00;15.39;0;0;0;0;0
10:53:27.000;636.84;-4.96;15.00;14.92;0;0;0;0;0
10:53:28.000;636.84;-6.20;14.50;14.92;0;0;0;0;0
10:53:29.000;636.84;-7.85;15.00;14.92;0;0;0;0;0
10:53:30.000;636.84;-8.89;15.00;14.92;0;0;0;0;0
10:53:31.000;615.79;-8.27;15.00;15.39;0;0;0;0;0
10:53:32.000;605.26;-7.44;15.00;14.92;0;0;0;0;0
10:53:33.000;605.26;-7.65;15.00;15.39;0;0;0;0;0
10:53:34.000;605.26;-6.82;15.00;17.23;0;0;0;0;0
10:53:35.000;594.74;-6.82;55.51;54.20;0;0;0;0;0
10:53:36.000;584.21;-7.65;73.72;73.61;0;0;0;0;0
10:53:37.000;584.21;-6.82;73.72;73.15;0;0;0;0;0
10:53:38.000;584.21;-5.17;73.72;73.61;0;0;0;0;0
10:53:39.000;584.21;-6.20;73.72;73.61;0;0;0;0;0
10:53:40.000;584.21;-5.99;73.72;73.61;0;0;0;0;0
10:53:41.000;584.21;-5.17;73.27;73.61;0;0;0;0;0
10:53:42.000;605.26;-4.34;73.27;73.61;0;0;0;0;0
10:53:43.000;605.26;-3.93;73.72;73.61;0;0;0;0;0
10:53:44.000;615.79;-4.75;73.27;73.15;0;0;0;0;0
10:53:45.000;636.84;-4.34;73.27;73.61;0;0;0;0;0
10:53:46.000;636.84;-3.72;73.27;73.61;0;0;0;0;0
10:53:47.000;636.84;-4.13;116.68;115.00;0;0;0;0;0
10:53:48.000;657.89;-4.34;116.68;115.00;0;0;0;0;0
10:53:49.000;657.89;-4.34;116.68;115.00;1;1;0;0;0
10:53:50.000;668.42;-2.89;116.68;115.00;1;1;0;0;0
10:53:51.000;689.47;-3.31;116.68;115.00;1;1;0;0;0
10:53:52.000;707.69;-1.86;116.68;115.00;1;1;0;0;0
10:53:53.000;730.77;-2.27;116.68;115.00;1;1;0;0;0
10:53:54.000;753.85;-1.86;116.68;115.00;1;1;0;0;0
10:53:55.000;753.85;-0.41;116.68;115.00;1;1;0;0;0
10:53:56.000;769.23;-0.41;116.68;115.00;1;1;0;0;0
10:53:57.000;807.69;-0.41;116.68;115.00;1;1;0;0;0
10:53:58.000;807.69;-0.21;116.68;115.00;1;1;0;0;0
10:53:59.000;838.46;-0.41;116.68;115.00;1;1;0;0;0
10:54:00.000;869.23;-0.41;116.68;115.00;1;1;0;0;0
10:54:01.000;892.31;-0.41;116.68;115.00;1;1;0;0;0
10:54:02.000;900.00;-0.41;116.68;115.51;1;1;0;0;0
10:54:03.000;920.51;-0.41;116.68;113.98;1;1;0;0;0
10:54:04.000;930.77;-0.41;116.68;115.00;1;1;0;0;0
10:54:05.000;946.15;-0.41;115.32;115.00;1;1;0;0;0
10:54:06.000;971.79;-1.45;106.53;109.38;1;1;0;0;0
10:54:07.000;976.92;-1.45;71.90;75.55;1;1;0;0;0
10:54:08.000;992.31;-0.83;65.53;68.07;0;0;0;0;0
10:54:09.000;992.31;-1.03;50.96;52.82;0;0;0;0;0
10:54:10.000;987.18;-0.83;41.86;44.50;0;0;0;0;0
10:54:11.000;987.18;-0.41;42.31;44.96;0;0;0;0;0
10:54:12.000;987.18;-0.21;41.86;44.50;0;0;0;0;0
10:54:13.000;976.92;-0.41;41.86;44.04;0;0;0;0;0
10:54:14.000;976.92;-0.21;41.86;44.04;0;0;0;0;0
10:54:15.000;971.79;-0.21;42.31;44.50;0;0;0;0;0
10:54:16.000;971.79;0.00;41.86;44.50;0;0;0;0;0
10:54:17.000;971.79;-0.21;41.86;44.50;0;0;0;0;0
10:54:18.000;971.79;-0.21;42.31;40.34;0;0;0;0;0
10:54:19.000;966.67;0.27;42.31;40.34;0;0;0;0;0
10:54:20.000;961.54;0.27;41.86;40.34;0;0;0;0;0
10:54:21.000;961.54;-0.21;42.31;39.88;0;0;0;0;0
10:54:22.000;961.54;-0.21;41.86;39.88;0;0;0;0;0
10:54:23.000;961.54;-0.41;41.86;40.34;0;0;0;0;0
10:54:24.000;961.54;-0.21;42.31;40.34;0;0;0;0;0
10:54:25.000;961.54;-0.21;41.86;39.88;0;0;0;0;0
10:54:26.000;961.54;0.00;42.31;40.80;0;0;0;0;0
10:54:27.000;961.54;-0.21;41.86;39.88;0;0;0;0;0
10:54:28.000;961.54;-0.41;42.31;39.88;0;0;0;0;0
10:54:29.000;951.28;-1.03;41.86;39.88;0;0;0;0;0
10:54:30.000;951.28;-0.83;42.31;39.88;0;0;0;0;0
10:54:31.000;951.28;-0.83;41.86;40.80;0;0;0;0;0
10:54:32.000;951.28;-0.83;42.31;40.34;0;0;0;0;0
10:54:33.000;951.28;-0.83;41.86;39.88;0;0;0;0;0
10:54:34.000;946.15;-0.41;41.86;40.34;0;0;0;0;0
10:54:35.000;946.15;-0.41;42.31;39.88;0;0;0;0;0
10:54:36.000;946.15;-0.41;42.31;43.58;0;0;0;0;0
10:54:37.000;946.15;-0.41;42.31;39.88;0;0;0;0;0
10:54:38.000;946.15;-0.21;42.31;39.88;0;0;0;0;0
10:54:39.000;951.28;-0.21;42.31;39.88;0;0;0;0;0
10:54:40.000;946.15;-0.41;41.86;40.34;0;0;0;0;0
10:54:41.000;946.15;-0.83;42.31;40.34;0;0;0;0;0
10:54:42.000;946.15;-0.41;42.31;44.04;0;0;0;0;0
10:54:43.000;946.15;-0.41;41.86;39.88;0;0;0;0;0
10:54:44.000;946.15;-0.83;41.86;40.34;0;0;0;0;0
10:54:45.000;946.15;-1.86;41.86;40.34;0;0;0;0;0
10:54:46.000;946.15;-2.07;42.77;40.34;0;0;0;0;0
10:54:47.000;946.15;-1.86;42.31;41.73;0;0;0;0;0
10:54:48.000;946.15;-1.45;42.31;40.34;0;0;0;0;0
10:54:49.000;935.90;-0.41;41.86;40.34;0;0;0;0;0
10:54:50.000;935.90;-0.41;41.86;41.27;0;0;0;0;0
10:54:51.000;930.77;0.00;48.23;44.96;0;0;0;0;0
10:54:52.000;935.90;-0.41;48.23;44.50;0;0;0;0;0
10:54:53.000;930.77;-0.41;48.23;45.42;0;0;0;0;0
10:54:54.000;930.77;-1.03;47.78;44.50;0;0;0;0;0
10:54:55.000;930.77;-0.41;48.23;45.42;0;0;0;0;0
10:54:56.000;930.77;-1.45;48.69;44.50;0;0;0;0;0
10:54:57.000;930.77;-1.03;48.23;44.96;0;0;0;0;0
10:54:58.000;935.90;-0.83;48.23;44.96;0;0;0;0;0
10:54:59.000;935.90;-0.41;48.23;45.42;0;0;0;0;0
10:55:00.000;935.90;-0.41;47.78;44.50;0;0;0;0;0
10:55:01.000;935.90;-0.41;48.23;44.50;0;0;0;0;0
10:55:02.000;935.90;-0.83;47.78;44.50;0;0;0;0;0
10:55:03.000;935.90;-1.45;48.23;44.96;0;0;0;0;0
10:55:04.000;935.90;-3.31;48.23;44.50;0;0;0;0;0
10:55:05.000;930.77;-2.48;47.78;44.50;0;0;0;0;0
10:55:06.000;930.77;-1.86;48.23;44.96;0;0;0;0;0
10:55:07.000;930.77;-1.86;47.78;44.50;0;0;0;0;0
10:55:08.000;925.64;-1.86;47.78;45.42;0;0;0;0;0
10:55:09.000;925.64;-0.83;47.78;45.42;0;0;0;0;0
10:55:10.000;920.51;0.00;47.78;44.50;0;0;0;0;0
10:55:11.000;920.51;0.27;48.23;44.50;0;0;0;0;0
10:55:12.000;920.51;0.27;47.78;44.50;0;0;0;0;0
10:55:13.000;920.51;-0.41;47.78;44.50;0;0;0;0;0
10:55:14.000;910.26;-0.41;47.78;45.42;0;0;0;0;0
10:55:15.000;910.26;-1.45;47.78;44.50;0;0;0;0;0
10:55:16.000;905.13;-2.07;47.32;45.42;0;0;0;0;0
10:55:17.000;910.26;-2.07;47.78;51.43;0;0;0;0;0
10:55:18.000;910.26;-1.86;47.78;44.50;0;0;0;0;0
10:55:19.000;910.26;-1.86;47.78;45.42;0;0;0;0;0
10:55:20.000;910.26;-1.86;47.78;44.96;0;0;0;0;0
10:55:21.000;910.26;-1.86;47.78;45.89;0;0;0;0;0
10:55:22.000;910.26;-2.07;47.78;45.42;0;0;0;0;0
10:55:23.000;910.26;-1.86;47.78;44.50;0;0;0;0;0
10:55:24.000;910.26;-1.86;47.78;44.50;0;0;0;0;0
10:55:25.000;910.26;-1.86;48.23;44.50;0;0;0;0;0
10:55:26.000;920.51;-2.48;48.23;45.42;0;0;0;0;0
10:55:27.000;920.51;-2.89;47.78;45.42;0;0;0;0;0
10:55:28.000;920.51;-2.48;47.78;45.42;0;0;0;0;0
10:55:29.000;920.51;-2.48;47.78;45.42;0;0;0;0;0
10:55:30.000;920.51;-1.86;48.23;44.50;0;0;0;0;0
10:55:31.000;920.51;-1.86;47.78;44.50;0;0;0;0;0
10:55:32.000;920.51;-2.48;47.78;44.50;0;0;0;0;0
10:55:33.000;925.64;-3.72;47.78;44.50;0;0;0;0;0
10:55:34.000;925.64;-5.17;47.78;44.50;0;0;0;0;0
10:55:35.000;925.64;-5.79;47.32;44.96;0;0;0;0;0
10:55:36.000;920.51;-6.82;47.78;44.50;0;0;0;0;0
10:55:37.000;920.51;-5.58;47.78;44.96;0;0;0;0;0
10:55:38.000;910.26;-3.72;47.78;44.04;0;0;0;0;0
10:55:39.000;905.13;-3.72;47.78;44.96;0;0;0;0;0
10:55:40.000;905.13;-2.89;47.32;46.35;0;0;0;0;0
10:55:41.000;905.13;-3.31;47.32;44.50;0;0;0;0;0
10:55:42.000;905.13;-2.89;47.32;44.04;0;0;0;0;0
10:55:43.000;905.13;-2.07;46.87;44.50;0;0;0;0;0
10:55:44.000;900.00;-0.83;46.41;44.50;0;0;0;0;0
10:55:45.000;900.00;0.27;46.41;44.50;0;0;0;0;0
10:55:46.000;900.00;-0.21;47.32;44.50;0;0;0;0;0
10:55:47.000;900.00;-0.41;46.41;44.04;0;0;0;0;0
10:55:48.000;900.00;-1.03;46.41;43.58;0;0;0;0;0
10:55:49.000;900.00;-0.83;46.41;44.04;0;0;0;0;0
10:55:50.000;900.00;0.00;47.32;44.50;0;0;0;0;0
10:55:51.000;900.00;-0.41;46.41;44.50;0;0;0;0;0
10:55:52.000;900.00;-0.83;46.41;44.96;0;0;0;0;0
10:55:53.000;900.00;-0.21;47.32;45.42;0;0;0;0;0
10:55:54.000;900.00;-0.83;47.32;44.04;0;0;0;0;0
10:55:55.000;900.00;-0.83;46.41;44.50;0;0;0;0;0
10:55:56.000;900.00;-0.83;46.41;44.50;0;0;0;0;0
10:55:57.000;900.00;-0.83;46.87;44.50;0;0;0;0;0
10:55:58.000;900.00;-0.41;46.87;45.42;0;0;0;0;0
10:55:59.000;900.00;-0.83;47.32;44.50;0;0;0;0;0
10:56:00.000;900.00;-0.41;46.87;44.96;0;0;0;0;0
10:56:01.000;905.13;-0.41;47.32;44.50;0;0;0;0;0
10:56:02.000;905.13;-0.41;46.41;44.96;0;0;0;0;0
10:56:03.000;905.13;-0.41;46.87;44.96;0;0;0;0;0
10:56:04.000;905.13;-0.83;47.32;44.96;0;0;0;0;0
10:56:05.000;905.13;-0.41;47.32;44.50;0;0;0;0;0
10:56:06.000;905.13;-0.41;46.41;44.50;0;0;0;0;0
10:56:07.000;910.26;-0.83;46.87;44.50;0;0;0;0;0
10:56:08.000;910.26;-0.41;46.87;44.50;0;0;0;0;0
10:56:09.000;910.26;-0.41;46.41;44.50;0;0;0;0;0
10:56:10.000;910.26;-0.41;46.41;45.89;0;0;0;0;0
10:56:11.000;920.51;-0.83;46.87;44.50;0;0;0;0;0
10:56:12.000;920.51;-1.45;46.41;44.96;0;0;0;0;0
10:56:13.000;920.51;-1.86;46.41;44.96;0;0;0;0;0
10:56:14.000;920.51;-2.27;47.32;43.58;0;0;0;0;0
10:56:15.000;920.51;-2.27;46.41;44.50;0;0;0;0;0
10:56:16.000;920.51;-2.27;47.32;45.89;0;0;0;0;0
10:56:17.000;920.51;-1.45;46.41;44.50;0;0;0;0;0
10:56:18.000;920.51;-1.45;46.87;45.42;0;0;0;0;0
10:56:19.000;925.64;-1.45;46.41;45.42;0;0;0;0;0
10:56:20.000;925.64;-1.03;47.32;44.50;0;0;0;0;0
10:56:21.000;925.64;-1.03;46.41;44.50;0;0;0;0;0
10:56:22.000;925.64;-1.45;46.87;44.50;0;0;0;0;0
10:56:23.000;925.64;-1.45;47.32;45.42;0;0;0;0;0
10:56:24.000;925.64;-1.45;46.41;45.42;0;0;0;0;0
10:56:25.000;920.51;-1.45;47.32;44.04;0;0;0;0;0
10:56:26.000;920.51;-0.21;46.87;44.96;0;0;0;0;0
10:56:27.000;920.51;-0.83;46.41;44.96;0;0;0;0;0
10:56:28.000;925.64;-1.03;46.41;44.96;0;0;0;0;0
10:56:29.000;925.64;-1.03;46.41;44.50;0;0;0;0;0
10:56:30.000;925.64;-0.41;46.87;45.42;0;0;0;0;0
10:56:31.000;925.64;-0.41;46.41;44.96;0;0;0;0;0
10:56:32.000;925.64;-0.41;47.32;45.42;0;0;0;0;0
10:56:33.000;925.64;-0.41;46.87;44.96;0;0;0;0;0
10:56:34.000;925.64;-0.83;46.87;44.50;0;0;0;0;0
10:56:35.000;925.64;-0.41;46.41;44.50;0;0;0;0;0
10:56:36.000;925.64;-0.41;46.41;44.04;0;0;0;0;0
10:56:37.000;925.64;-0.83;46.41;44.50;0;0;0;0;0
10:56:38.000;925.64;-1.03;46.41;44.04;0;0;0;0;0
10:56:39.000;925.64;-1.03;46.87;44.50;0;0;0;0;0
10:56:40.000;930.77;-1.45;46.87;43.58;0;0;0;0;0
10:56:41.000;930.77;-1.03;46.87;44.50;0;0;0;0;0
10:56:42.000;930.77;-1.45;46.87;44.50;0;0;0;0;0
10:56:43.000;930.77;-0.83;47.78;44.04;0;0;0;0;0
10:56:44.000;930.77;-1.45;46.87;44.96;0;0;0;0;0
10:56:45.000;930.77;-0.83;46.41;44.04;0;0;0;0;0
10:56:46.000;925.64;-0.83;47.32;43.58;0;0;0;0;0
10:56:47.000;930.77;-0.83;47.32;44.50;0;0;0;0;0
10:56:48.000;930.77;-0.83;46.87;44.50;0;0;0;0;0
10:56:49.000;930.77;-1.45;46.87;44.50;0;0;0;0;0
10:56:50.000;930.77;-0.83;46.87;45.89;0;0;0;0;0
10:56:51.000;930.77;-0.41;46.87;45.42;0;0;0;0;0
10:56:52.000;930.77;-0.83;47.78;44.96;0;0;0;0;0
10:56:53.000;930.77;-0.83;47.32;44.50;0;0;0;0;0
10:56:54.000;930.77;-0.83;46.87;44.50;0;0;0;0;0
10:56:55.000;930.77;-1.03;46.41;44.50;0;0;0;0;0
10:56:56.000;930.77;-0.83;46.87;44.50;0;0;0;0;0
10:56:57.000;930.77;-0.83;46.41;44.04;0;0;0;0;0
10:56:58.000;930.77;-0.83;47.32;43.58;0;0;0;0;0
10:56:59.000;930.77;-0.83;47.32;44.96;0;0;0;0;0
10:57:00.000;930.77;-0.83;46.87;43.58;0;0;0;0;0
10:57:01.000;930.77;-0.83;46.87;44.50;0;0;0;0;0
10:57:02.000;930.77;-0.83;46.87;44.96;0;0;0;0;0
10:57:03.000;930.77;-0.83;46.87;44.50;0;0;0;0;0
10:57:04.000;930.77;-0.83;47.32;44.96;0;0;0;0;0
10:57:05.000;930.77;-0.41;46.87;45.42;0;0;0;0;0
10:57:06.000;930.77;-0.83;46.41;44.50;0;0;0;0;0
10:57:07.000;930.77;-0.83;46.41;44.96;0;0;0;0;0
10:57:08.000;930.77;-0.41;46.87;45.42;0;0;0;0;0
10:57:09.000;925.64;-0.41;46.87;44.50;0;0;0;0;0
10:57:10.000;925.64;-0.41;46.87;45.89;0;0;0;0;0
10:57:11.000;930.77;-0.83;46.41;44.96;0;0;0;0;0
10:57:12.000;930.77;-0.83;46.41;44.50;0;0;0;0;0
10:57:13.000;930.77;-0.83;47.32;44.50;0;0;0;0;0
10:57:14.000;930.77;-1.03;46.41;44.96;0;0;0;0;0
10:57:15.000;930.77;-0.83;47.32;44.50;0;0;0;0;0
10:57:16.000;930.77;-1.03;46.87;45.42;0;0;0;0;0
10:57:17.000;925.64;-0.41;46.41;44.50;0;0;0;0;0
10:57:18.000;925.64;-0.83;46.87;45.89;0;0;0;0;0
10:57:19.000;925.64;-0.83;47.32;44.50;0;0;0;0;0
10:57:20.000;925.64;-0.83;46.41;44.50;0;0;0;0;0
